TC_ID,Scenario ID,Module,Tên Test Case,Điều kiện tiên quyết,Bước thực hiện,Dữ liệu test,Kết quả mong đợi,Kết quả thực tế,Trạng thái,Mức độ ưu tiên,Loại test,Người thực hiện,Ngày test,Ghi chú
TC_LP_060,S03,Learning Path Generation,Edge: Năm nhất + Standard + ưu tiên GPA #2 + GPA 3.5 → MEDIUM,"Sinh viên 2110002 chỉ năm nhất, Standard, GPA 3.5, ưu tiên GPA #2","1. Đăng nhập bằng tài khoản sinh viên 2110002
2. Truy cập trang Learning Path
3. Tạo mục tiêu: GPA 3.5, ưu tiên GPA #2 (OnTime #1)
4. Xác nhận tính khả thi
5. Kiểm tra khuyến nghị","Mã SV: 2110002
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 3.5","MEDIUM feasibility, GPA 3.5 cao hơn GPA hiện tại (~2.8-3.0 B-range), còn nhiều môn khó phía trước, khuyến nghị REVIEW_LOAD + PRIORITIZE_CORE",,Not Run,High,Integration,Edge case: năm nhất + GPA cao,,
TC_LP_061,S12,Learning Path Generation,Kết hợp: Rớt môn + Heavy + ưu tiên GPA #1,"Sinh viên 2110010 có môn F và học lại, Heavy intensity, ưu tiên GPA #1","1. Đăng nhập bằng tài khoản sinh viên 2110010
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, ưu tiên GPA #1
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra môn học lại và GPA dự đoán","Mã SV: 2110010
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.5","Grade-based scoring chọn môn dễ đạt điểm, nhưng Heavy + rớt môn = rủi ro cao, MEDIUM, khuyến nghị REDUCE_LOAD_FOR_GPA",,Not Run,High,Integration,Kết hợp: rớt + GPA + Heavy,,
TC_LP_062,S11,Learning Path Generation,Kết hợp: Gap year + Standard + ưu tiên OnTime #1,"Sinh viên 2110011 gap year, Standard, ưu tiên OnTime #1","1. Đăng nhập bằng tài khoản sinh viên 2110011
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Standard, ưu tiên OnTime #1
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra chuỗi tiên quyết","Mã SV: 2110011
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 0
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.0","Standard không đủ bù gap year, Prerequisite Chain có thể fail, WEAK hoặc MEDIUM, khuyến nghị INCREASE_LOAD hoặc USE_SUMMER",,Not Run,High,Integration,Kết hợp: gap year + OnTime,,
TC_LP_064,S09,Learning Path Generation,Kết hợp: Giỏi đại cương yếu chuyên ngành + Heavy + ưu tiên Occ>OnTime>GPA,"Sinh viên 2110008, Heavy, ưu tiên P4 (Occ>OnTime>GPA)","1. Đăng nhập bằng tài khoản sinh viên 2110008
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, ưu tiên P4
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110008
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Ra trường đúng hạn
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 3.5","Occupation-based scoring + Heavy, chọn môn có giá trị nghề cao, GPA có thể thấp, MEDIUM hoặc GOOD, risk_level medium-high",,Not Run,Medium,Integration,Kết hợp: yếu chuyên ngành + Heavy + P4,,
TC_LP_065,S05,Learning Path Generation,Kết hợp: GPA cao + Light + ưu tiên GPA #1 + GPA 3.5,"Sinh viên 2110004 GPA cao, Light, GPA 3.5, ưu tiên GPA #1","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Light, GPA 3.5, ưu tiên GPA #1
4. Xác nhận tính khả thi
5. Kiểm tra GPA dự đoán","Mã SV: 2110004
Cường độ HK chính: Light (14-15 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","GOOD feasibility, GPA dự đoán ~3.5+ do lịch sử tốt, Light giúp tập trung mỗi môn, MAINTAIN_LOAD + FOCUS_HIGH_CREDIT",,Not Run,Medium,Integration,Kết hợp: GPA cao + nhẹ + mục tiêu cao,,
TC_LP_066,S06,Learning Path Generation,Kết hợp: GPA thấp + Heavy + ưu tiên OnTime #1 + 3 HK hè,"Sinh viên 2110005 GPA thấp, Heavy, 3 HK hè, ưu tiên OnTime #1","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, 3 HK hè, ưu tiên OnTime #1
4. Xác nhận tính khả thi
5. Kiểm tra lộ trình","Mã SV: 2110005
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.0","MEDIUM hoặc GOOD (Credit/Time pass nhờ Heavy + hè), nhưng GPA dự đoán thấp, risk_level high, khuyến nghị MAX_LOAD_AND_SUMMER + ACCEPT_GPA_TRADEOFF",,Not Run,Critical,Integration,Kết hợp: GPA thấp + tối đa thời gian,,
TC_LP_067,S07,Learning Path Generation,Kết hợp: Gần xong + Light + ưu tiên GPA #1 + GPA 3.0,"Sinh viên 2110006 gần hoàn thành, Light, ưu tiên GPA #1","1. Đăng nhập bằng tài khoản sinh viên 2110006
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Light, ưu tiên GPA #1
4. Xác nhận tính khả thi
5. Kiểm tra GPA dự đoán","Mã SV: 2110006
Cường độ HK chính: Light (14-15 TC)
Số HK hè: 0
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.5","GOOD feasibility, ít môn + Light = tập trung điểm cao, GPA dự đoán tốt, MAINTAIN_LOAD",,Not Run,Medium,Integration,Kết hợp: gần xong + nhẹ + GPA,,
TC_LP_068,S02,Learning Path Generation,Kết hợp: Sinh viên mới + Heavy + ưu tiên Nghề nghiệp #1 + Software Dev + 3 HK hè,"Sinh viên 2410001 mới, Heavy, Software Dev, 3 HK hè","1. Đăng nhập bằng tài khoản sinh viên 2410001
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, Software Dev, 3 HK hè, ưu tiên Nghề nghiệp #1
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2410001
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","Occupation-specific scoring cho Software Dev, Heavy + 3 HK hè = tối đa TC, GOOD hoặc MEDIUM, risk_level high, lộ trình ưu tiên môn lập trình/software",,Not Run,Critical,Integration,Kết hợp: mới vào + nghề + tải max + hè,,
TC_LP_069,S04,Learning Path Generation,Kết hợp: Năm hai + Standard + ưu tiên Occ>OnTime>GPA + Info Security,"Sinh viên 2110003 năm 2, ưu tiên P4, Info Security","1. Đăng nhập bằng tài khoản sinh viên 2110003
2. Truy cập trang Learning Path
3. Tạo mục tiêu: ưu tiên P4, Info Security
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110003
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 0
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Ra trường đúng hạn
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.5","Occupation-specific scoring cho Info Security, chọn môn bảo mật/mạng, GOOD hoặc MEDIUM, GPA dự đoán B-range",,Not Run,Medium,Integration,Kết hợp: năm 2 + nghề + P4,,
TC_LP_070,S10,Learning Path Generation,Kết hợp: Đã học hè + Standard + ưu tiên OnTime>GPA>Occ + GPA 2.5,"Sinh viên 2110009 đã có học hè, Standard, GPA 2.5, ưu tiên P5","1. Đăng nhập bằng tài khoản sinh viên 2110009
2. Truy cập trang Learning Path
3. Tạo mục tiêu: GPA 2.5, ưu tiên P5
4. Xác nhận tính khả thi
5. Kiểm tra GPA dự đoán","Mã SV: 2110009
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.5","GOOD feasibility, GPA mục tiêu thấp, đã có học hè giúp giảm tải, STICK_TO_PLAN + AVOID_LONG_BREAKS",,Not Run,Medium,Integration,Kết hợp: đã học hè + GPA thấp mục tiêu,,
